origin,destination,departure_date,flight_route_number,customer
PHX,MCI,5/3/2016,275,114
ATL,STL,5/3/2016,498,114
RSW,IND,5/8/2016,633,114
MCO,BHM,5/19/2016,262,114
PHX,SMF,5/29/2016,269,118
CMH,BWI,5/10/2016,66,118
LGA,BNA,5/23/2016,119,118
MSY,DAL,5/31/2016,175,118
MKE,TPA,5/30/2016,533,118
MDW,SEA,5/20/2016,601,118
BUF,BWI,5/30/2016,605,118
DAL,CMH,5/2/2016,411,118
PDX,SAN,5/12/2016,290,118
DEN,LAX,5/17/2016,203,118
MDW,DEN,5/17/2016,242,118
DEN,CMH,5/20/2016,447,118
HOU,SAT,5/19/2016,132,118
SFO,LAS,5/21/2016,621,118
SJC,DEN,5/1/2016,587,118
BWI,ORF,5/24/2016,323,118
SAN,SJC,5/15/2016,411,118
BOS,BWI,5/21/2016,314,118
SMF,ONT,5/16/2016,203,118
ABQ,SAN,5/23/2016,45,118
BWI,MHT,5/27/2016,342,118
STL,MCI,5/2/2016,167,119
OAK,LAS,5/22/2016,286,119
LAS,SMF,5/21/2016,196,119
DAL,CMH,5/30/2016,149,119
LBB,LAS,5/8/2016,16,120
SNA,PHX,5/6/2016,514,120
ATL,FLL,5/13/2016,412,120
FLL,BNA,5/2/2016,466,120
DCA,DAL,5/6/2016,506,120
TPA,BUF,5/2/2016,293,120
DAL,LGA,5/5/2016,320,120
FLL,SJU,5/15/2016,293,121
DAY,MDW,5/31/2016,292,123
CLE,MDW,5/19/2016,225,123
PNS,HOU,5/22/2016,465,123
DAL,MCI,5/21/2016,142,123
TPA,FLL,5/27/2016,135,123
DAY,MDW,5/12/2016,360,123
SEA,MDW,5/6/2016,505,123
ATL,BWI,5/17/2016,48,123
MDW,PHX,5/1/2016,504,123
LAX,SJC,5/24/2016,185,123
ATL,HOU,5/25/2016,267,123
DAL,MCI,5/8/2016,409,123
SFO,LAS,5/2/2016,499,123
HOU,AUA,5/28/2016,172,124
MSY,BNA,5/27/2016,141,124
DSM,STL,5/6/2016,332,124
DAL,SJC,5/5/2016,143,124
PHX,SAN,5/7/2016,85,125
PHX,ATL,5/22/2016,630,125
HOU,DAL,5/8/2016,472,125
MCO,HOU,5/15/2016,621,125
LAS,BUR,5/19/2016,358,126
SAT,STL,5/25/2016,492,126
TUS,SAN,5/22/2016,68,127
STL,FLL,5/7/2016,80,127
OAK,SAN,5/24/2016,386,127
BNA,LAX,5/3/2016,113,127
HOU,DEN,5/22/2016,390,127
ATL,BWI,5/19/2016,51,127
SLC,OAK,5/20/2016,285,127
OAK,SEA,5/11/2016,441,127
LAS,PHL,5/27/2016,608,127
PHX,MKE,5/23/2016,394,127
LAX,OAK,5/24/2016,197,127
LAS,LAX,5/17/2016,90,127
DAL,MSY,5/29/2016,1,128
MDW,BNA,5/14/2016,461,128
BWI,ISP,5/14/2016,177,128
MDW,ATL,5/30/2016,392,128
LAS,PHX,5/31/2016,571,129
BWI,MDW,5/24/2016,125,129
DCA,STL,5/8/2016,265,129
SJC,SAN,5/8/2016,28,130
IND,DAL,5/1/2016,107,130
BNA,JAX,5/19/2016,467,130
LAX,SJC,5/5/2016,280,130
SNA,SMF,5/10/2016,523,130
MDW,DCA,5/6/2016,304,130
SNA,PHX,5/9/2016,281,130
LAX,HOU,5/20/2016,54,130
MCI,STL,5/25/2016,84,130
LAS,DEN,5/6/2016,608,130
MDW,LAX,5/1/2016,618,130
DCA,BNA,5/24/2016,171,130
DCA,ATL,5/6/2016,246,130
HOU,ATL,5/21/2016,54,131
BNA,TPA,5/14/2016,407,131
LAS,MCO,5/18/2016,609,131
TPA,LAS,5/23/2016,631,131
HOU,OKC,5/22/2016,85,131
LAS,MSY,5/6/2016,501,131
DEN,SAT,5/12/2016,527,131
AUS,DAL,5/9/2016,216,131
HOU,DAL,5/5/2016,470,131
PHX,STL,5/15/2016,158,131
DEN,LAX,5/16/2016,57,131
DEN,DTW,5/6/2016,578,131
LAS,RNO,5/4/2016,414,131
SJC,LAS,5/6/2016,641,133
MDW,RDU,5/21/2016,160,133
BWI,CUN,5/18/2016,325,133
DEN,PDX,5/31/2016,627,133
SNA,MDW,5/29/2016,453,133
HOU,CUN,5/12/2016,234,133
MDW,ATL,5/10/2016,394,135
PIT,LAS,5/25/2016,629,135
SJC,LAS,5/5/2016,98,135
MCO,BWI,5/20/2016,599,135
MKE,DEN,5/14/2016,66,135
ATL,HOU,5/18/2016,104,135
ATL,JAX,5/22/2016,496,135
LAS,OAK,5/18/2016,61,135
PHX,SEA,5/7/2016,585,135
BWI,MCI,5/4/2016,302,135
AUS,LAX,5/13/2016,575,135
MDW,PUJ,5/22/2016,228,135
MCI,ATL,5/12/2016,451,135
DTW,STL,5/4/2016,373,135
BNA,LGA,5/20/2016,117,135
STL,PHX,5/24/2016,78,135
DEN,OMA,5/3/2016,300,135
MCI,LAX,5/27/2016,274,135
RDU,BWI,5/22/2016,58,136
DSM,LAS,5/6/2016,63,136
SAT,HOU,5/18/2016,493,136
SLC,MDW,5/15/2016,279,136
RDU,PHX,5/12/2016,645,136
DEN,PDX,5/30/2016,12,136
PHL,MDW,5/13/2016,582,136
HOU,LAS,5/18/2016,176,136
SMF,PHX,5/11/2016,198,138
DEN,SNA,5/12/2016,157,139
BWI,ORF,5/23/2016,323,139
IND,FLL,5/7/2016,614,139
OAK,PDX,5/20/2016,67,139
MBJ,HOU,5/11/2016,208,139
SJC,SAN,5/26/2016,490,139
LAX,OAK,5/5/2016,98,139
SAT,ATL,5/29/2016,97,139
SAN,LAS,5/10/2016,517,140
OKC,STL,5/5/2016,435,140
STL,TUL,5/11/2016,382,140
MSY,HOU,5/1/2016,302,141
BWI,RSW,5/25/2016,562,141
STL,DAL,5/27/2016,434,143
MDW,MSP,5/8/2016,229,143
PVR,HOU,5/31/2016,419,143
OAK,PHX,5/17/2016,249,143
MDW,DAL,5/5/2016,473,143
RDU,MDW,5/20/2016,241,143
LAS,MCI,5/17/2016,570,143
PHX,SAT,5/25/2016,404,143
PHL,ATL,5/19/2016,495,143
OAK,LAS,5/9/2016,483,143
ECP,BNA,5/31/2016,239,143
LAX,SJC,5/15/2016,100,143
RNO,LAX,5/2/2016,191,143
SAN,SJC,5/29/2016,532,143
ATL,RIC,5/2/2016,44,145
DEN,SAN,5/16/2016,96,145
SFO,DEN,5/27/2016,493,145
CLE,BWI,5/24/2016,303,145
STL,MCO,5/18/2016,529,145
DEN,MDW,5/4/2016,530,145
BNA,TPA,5/23/2016,62,145
BWI,TPA,5/10/2016,402,145
PVD,MCO,5/25/2016,227,145
LAX,TUS,5/14/2016,204,145
LAS,GEG,5/23/2016,31,145
BWI,SAT,5/12/2016,329,145
ORF,MCO,5/24/2016,214,145
PDX,DAL,5/23/2016,252,145
HOU,SAT,5/18/2016,453,145
LGA,MDW,5/3/2016,376,145
GEG,DEN,5/1/2016,383,146
DTW,STL,5/6/2016,374,146
SNA,PDX,5/4/2016,105,146
DAL,DCA,5/18/2016,314,146
MCO,PIT,5/2/2016,367,146
TUS,LAS,5/4/2016,184,147
OAK,ONT,5/29/2016,257,147
MSP,DEN,5/4/2016,299,147
MCI,MKE,5/22/2016,363,147
STL,HOU,5/23/2016,285,147
DEN,STL,5/21/2016,105,147
LAS,ELP,5/11/2016,474,147
PDX,SJC,5/22/2016,250,147
MSY,LAS,5/26/2016,622,147
PHX,DEN,5/30/2016,433,147
MKE,LAS,5/25/2016,538,147
BUF,LAS,5/1/2016,607,148
STL,BWI,5/28/2016,493,148
ICT,PHX,5/6/2016,192,148
LAX,DEN,5/2/2016,577,148
LAX,DAL,5/2/2016,593,148
SMF,DEN,5/13/2016,592,148
FLL,MDW,5/23/2016,399,148
LAS,OAK,5/18/2016,327,148
MCO,RDU,5/18/2016,223,149
SJD,SNA,5/5/2016,179,149
DEN,MCI,5/11/2016,267,149
MEM,HOU,5/16/2016,85,150
BWI,MDW,5/10/2016,501,150
BHM,DAL,5/19/2016,143,150
MKE,TPA,5/29/2016,578,150
HOU,MSY,5/30/2016,300,150
ONT,OAK,5/16/2016,440,150
BWI,IND,5/18/2016,163,150
HOU,ATL,5/27/2016,149,151
OAK,MDW,5/31/2016,524,151
GRR,MDW,5/16/2016,352,151
BNA,TPA,5/17/2016,136,151
SJC,PHX,5/17/2016,92,151
IND,DEN,5/17/2016,616,151
RDU,BWI,5/29/2016,545,154
ATL,FLL,5/27/2016,469,154
SAN,STL,5/11/2016,298,154
MDW,MBJ,5/25/2016,226,154
LAS,SFO,5/30/2016,472,154
ALB,TPA,5/21/2016,583,154
FLL,MSY,5/8/2016,555,154
LAS,SAT,5/11/2016,187,154
AUS,HOU,5/8/2016,343,154
DAL,ELP,5/4/2016,5,154
MDW,PVD,5/6/2016,618,155
AUS,DAL,5/13/2016,7,155
LAS,MCO,5/26/2016,602,155
BNA,MCI,5/28/2016,328,155
HOU,OKC,5/1/2016,85,156
MCO,ISP,5/11/2016,414,156
IND,HOU,5/24/2016,35,156
STL,BOS,5/7/2016,77,156
LAX,ELP,5/29/2016,139,156
DAY,MDW,5/12/2016,294,161
DCA,MDW,5/27/2016,518,161
FLL,AUS,5/1/2016,520,161
IND,ATL,5/23/2016,88,161
MDW,LGA,5/29/2016,127,161
SMF,LAX,5/4/2016,98,161
DCA,MSY,5/11/2016,145,161
SJC,DEN,5/13/2016,514,161
LAS,DEN,5/3/2016,184,161
ONT,LAS,5/31/2016,418,161
HOU,SAN,5/22/2016,169,161
MCO,HOU,5/16/2016,164,161
PHL,MCO,5/6/2016,265,161
LGA,HOU,5/28/2016,167,161
SEA,SJC,5/10/2016,255,161
MSP,PHX,5/26/2016,430,161
DCA,CMH,5/1/2016,466,162
ATL,MCO,5/12/2016,246,162
SJC,SAN,5/12/2016,527,162
PHX,DEN,5/29/2016,287,162
DEN,ABQ,5/20/2016,391,162
MSP,MDW,5/28/2016,490,162
HRL,AUS,5/29/2016,77,162
BWI,SJO,5/19/2016,477,163
HOU,ABQ,5/8/2016,45,163
BWI,TPA,5/24/2016,470,164
IAD,DEN,5/6/2016,391,165
HOU,BZE,5/24/2016,253,165
SJC,SAN,5/12/2016,517,165
MDW,LAS,5/19/2016,570,165
SAT,BNA,5/9/2016,253,165
OKC,PHX,5/4/2016,437,165
MDW,GRR,5/6/2016,266,165
HOU,ABQ,5/11/2016,45,165
RDU,HOU,5/14/2016,477,165
MDW,FLL,5/11/2016,417,165
LAX,SLC,5/16/2016,75,165
BWI,CHS,5/23/2016,346,165
FLL,TPA,5/9/2016,361,165
LAS,PHL,5/19/2016,608,165
DAL,BNA,5/30/2016,560,165
LIR,LAX,5/26/2016,415,165
HOU,LAX,5/8/2016,173,166
LAS,SFO,5/6/2016,289,166
SAN,MDW,5/31/2016,376,166
IND,DEN,5/29/2016,75,166
SJC,LAX,5/19/2016,335,168
LAX,OAK,5/9/2016,197,168
OKC,PHX,5/14/2016,437,168
BWI,MCO,5/5/2016,406,168
OAK,LAX,5/25/2016,71,168
SAN,LAS,5/17/2016,448,168
HOU,ECP,5/7/2016,47,169
MCO,BWI,5/21/2016,567,169
PHL,BNA,5/21/2016,223,169
ALB,BWI,5/12/2016,222,169
ATL,GSP,5/5/2016,392,169
DAL,HOU,5/30/2016,6,169
ICT,PHX,5/25/2016,195,169
DEN,AUS,5/8/2016,12,169
OAK,SEA,5/1/2016,189,169
SNA,DEN,5/5/2016,282,169
PIT,MDW,5/21/2016,414,170
MCI,MSY,5/22/2016,486,170
PHL,DEN,5/16/2016,266,170
DEN,PHX,5/15/2016,57,170
LAS,MDW,5/21/2016,276,170
PHX,OAK,5/11/2016,93,170
CLE,BNA,5/31/2016,34,170
FNT,MDW,5/23/2016,243,171
SJC,BUR,5/23/2016,316,171
MKE,ATL,5/31/2016,360,171
PHX,LAX,5/6/2016,90,171
MDW,SAN,5/6/2016,579,171
ISP,BWI,5/2/2016,399,171
SJC,BUR,5/26/2016,224,171
BNA,BWI,5/20/2016,115,171
HOU,DCA,5/9/2016,286,171
BWI,DAL,5/28/2016,313,172
BNA,OAK,5/2/2016,467,172
IND,BWI,5/4/2016,395,173
LAX,SJC,5/25/2016,185,173
PHX,MDW,5/31/2016,622,173
BWI,BOS,5/23/2016,136,174
DCA,STL,5/19/2016,267,174
SJC,BUR,5/9/2016,318,174
OAK,LAX,5/24/2016,75,174
STL,DAL,5/29/2016,182,174
STL,LAS,5/12/2016,593,175
LAS,RNO,5/30/2016,369,175
DEN,RDU,5/22/2016,414,175
BDL,MCO,5/3/2016,565,175
SAN,MCI,5/3/2016,549,175
DEN,LAS,5/11/2016,433,175
MDW,MSY,5/3/2016,182,175
ATL,LAS,5/22/2016,345,175
ATL,BWI,5/30/2016,61,176
DAL,SNA,5/25/2016,507,176
RDU,BNA,5/31/2016,516,176
SNA,SJD,5/18/2016,313,176
ROC,BWI,5/5/2016,411,176
DEN,EWR,5/31/2016,246,176
HOU,DAL,5/6/2016,279,176
MHT,MCO,5/14/2016,620,176
LAS,DEN,5/23/2016,441,176
DAL,SAN,5/3/2016,541,176
AUS,DEN,5/10/2016,12,176
MDW,MEM,5/14/2016,482,176
SJU,TPA,5/17/2016,334,176
PHX,ONT,5/8/2016,432,177
MCO,BUF,5/24/2016,571,177
BDL,FLL,5/30/2016,334,177
LAX,SFO,5/14/2016,32,177
PHX,SDF,5/31/2016,289,177
DAL,ELP,5/18/2016,7,177
SNA,SJC,5/8/2016,153,177
LAS,IND,5/13/2016,232,180
JAX,BWI,5/8/2016,436,180
MCO,MEM,5/11/2016,166,180
MDW,EWR,5/23/2016,410,180
MDW,SEA,5/11/2016,560,180
DEN,MCI,5/4/2016,549,180
LAS,BUF,5/10/2016,570,180
IND,DCA,5/7/2016,397,180
MCO,PVD,5/5/2016,345,180
MEM,HOU,5/31/2016,54,180
PHX,DEN,5/27/2016,531,180
BNA,SAT,5/15/2016,95,180
SMF,LAX,5/19/2016,98,181
GEG,BOI,5/31/2016,71,182
DCA,HOU,5/20/2016,232,182
BWI,ORF,5/18/2016,323,182
BWI,BOS,5/20/2016,206,182
HOU,BZE,5/4/2016,252,182
BUR,LAS,5/6/2016,316,182
MSP,STL,5/24/2016,115,182
ATL,TPA,5/8/2016,438,182
PHX,SJC,5/30/2016,276,182
AMA,DAL,5/27/2016,2,182
DEN,PHL,5/16/2016,557,182
SJC,PDX,5/30/2016,341,182
BWI,TPA,5/20/2016,470,182
TPA,BNA,5/12/2016,402,182
OAK,PDX,5/26/2016,67,182
BOS,BWI,5/24/2016,407,182
MCO,IND,5/17/2016,70,182
BWI,PHX,5/3/2016,129,182
SFO,DEN,5/3/2016,152,182
BWI,MDW,5/16/2016,430,182
BNA,STL,5/19/2016,49,183
BNA,MCI,5/1/2016,426,183
LAS,RNO,5/4/2016,477,183
DEN,BOS,5/13/2016,634,183
AUS,BWI,5/3/2016,460,183
DAL,OAK,5/2/2016,555,183
BWI,ISP,5/9/2016,495,183
PHX,DTW,5/5/2016,385,183
BUR,SMF,5/6/2016,261,183
DEN,MCI,5/31/2016,198,183
ATL,DCA,5/27/2016,361,183
BOS,ATL,5/12/2016,351,183
SEA,STL,5/5/2016,103,183
BUR,SJC,5/8/2016,344,183
TPA,FLL,5/23/2016,304,186
MDW,PVD,5/21/2016,202,186
OAK,MDW,5/25/2016,581,186
MDW,BWI,5/11/2016,343,186
PBI,ATL,5/15/2016,213,187
IND,ATL,5/11/2016,484,187
PHX,BUR,5/4/2016,508,187
BWI,AUS,5/15/2016,571,187
ROC,BWI,5/4/2016,463,187
TPA,BWI,5/29/2016,73,188
BWI,BDL,5/29/2016,623,190
MCI,SAN,5/15/2016,566,190
SJC,PHX,5/1/2016,643,190
SMF,SNA,5/16/2016,291,190
SAN,DAL,5/15/2016,599,191
TUL,HOU,5/1/2016,557,191
BUR,SMF,5/23/2016,224,191
SMF,SEA,5/17/2016,260,192
HOU,MSY,5/9/2016,251,192
MCI,MSP,5/20/2016,387,192
DEN,PIT,5/26/2016,476,192
MCO,HOU,5/21/2016,625,192
ISP,MCO,5/22/2016,618,192
PIT,MCO,5/4/2016,170,193
MAF,DAL,5/5/2016,3,194
LAS,DEN,5/15/2016,56,194
TPA,DEN,5/6/2016,557,194
DEN,AUS,5/18/2016,446,194
GRR,MCO,5/16/2016,397,194
LAX,AUS,5/29/2016,455,194
HOU,SAT,5/25/2016,132,194
SAN,LAS,5/26/2016,526,194
PHX,ABQ,5/29/2016,195,194
BWI,FLL,5/28/2016,460,194
ALB,MDW,5/2/2016,558,194
BUR,LAS,5/24/2016,358,194
SAN,OAK,5/6/2016,404,194
SJD,HOU,5/18/2016,124,194
LAS,SMF,5/18/2016,539,194
HOU,DAL,5/2/2016,335,194
FLL,MCI,5/11/2016,352,194
LAX,ELP,5/12/2016,363,194
ABQ,LAS,5/8/2016,353,194
RDU,BWI,5/19/2016,372,194
ATL,OAK,5/26/2016,633,194
BWI,PBI,5/12/2016,467,194
SFO,SAN,5/18/2016,33,194
PBI,ISP,5/30/2016,122,194
HOU,ATL,5/10/2016,41,195
HOU,HRL,5/24/2016,45,195
ATL,TPA,5/1/2016,97,196
MDW,FLL,5/10/2016,576,196
MDW,HOU,5/25/2016,575,196
DAL,CHS,5/30/2016,239,197
MSY,DAL,5/13/2016,228,197
MDW,DCA,5/22/2016,164,197
JAX,BWI,5/5/2016,60,197
LAS,RNO,5/29/2016,362,197
IAD,ATL,5/6/2016,218,197
DAL,MDW,5/5/2016,175,197
PIT,MDW,5/31/2016,168,197
SDF,DEN,5/29/2016,98,197
DAL,MSY,5/6/2016,1,197
PHX,LAX,5/20/2016,268,197
MSP,DEN,5/24/2016,426,197
DAL,MDW,5/21/2016,637,197
ABQ,OAK,5/24/2016,309,197
MDW,DCA,5/19/2016,292,198
OAK,PHX,5/24/2016,100,198
HOU,LGA,5/5/2016,361,198
PHX,ICT,5/21/2016,510,198
SJC,SNA,5/26/2016,279,198
TPA,BUF,5/4/2016,294,198
BOI,DEN,5/30/2016,339,198
SAT,SAN,5/4/2016,207,198
DEN,DTW,5/7/2016,630,198
SJC,SNA,5/15/2016,528,198
HOU,LAS,5/19/2016,176,198
BNA,LAS,5/2/2016,120,198
TPA,PIT,5/10/2016,135,198
OAK,BUR,5/10/2016,418,199
CMH,MDW,5/12/2016,356,199
MDW,DCA,5/13/2016,293,199
DAL,LGA,5/19/2016,273,199
MCI,PDX,5/8/2016,493,199
LAS,IND,5/19/2016,524,199
SFO,PHX,5/2/2016,509,199
DAL,MAF,5/23/2016,3,199
SDF,MCO,5/25/2016,40,199
TPA,PVD,5/10/2016,181,199
PDX,MDW,5/8/2016,628,199
SJC,SAN,5/10/2016,449,199
DAL,BNA,5/29/2016,76,199
TPA,PVD,5/19/2016,300,199
OAK,ABQ,5/4/2016,385,199
DAL,MSY,5/20/2016,1,199
DAL,LGA,5/9/2016,322,199
PHX,BNA,5/1/2016,586,199
ONT,SMF,5/7/2016,526,199
PIT,DAL,5/13/2016,89,199
DEN,GEG,5/5/2016,38,199
SNA,MEX,5/8/2016,528,199
MDW,BOS,5/29/2016,561,199
MEM,HOU,5/15/2016,533,199
LAX,OAK,5/16/2016,484,199
ATL,CMH,5/5/2016,212,199
SNA,SMF,5/11/2016,523,200
BOS,MKE,5/10/2016,118,200
CMH,MDW,5/21/2016,316,200
MKE,BWI,5/25/2016,64,200
SAN,DAL,5/15/2016,634,200
BZE,HOU,5/14/2016,169,200
SMF,LAS,5/10/2016,561,200
SNA,SJD,5/12/2016,314,200
SAN,LAS,5/20/2016,386,200
LAX,PDX,5/9/2016,12,200
AUS,DAL,5/27/2016,7,200
LAX,TUS,5/18/2016,440,200
BWI,CLT,5/1/2016,164,200
BUR,SJC,5/3/2016,272,200
SAN,DAL,5/11/2016,171,200
DAL,DEN,5/16/2016,299,200
STL,HOU,5/3/2016,383,200
PDX,SAN,5/24/2016,29,200
MSY,HOU,5/21/2016,142,201
AUS,BNA,5/5/2016,321,201
TPA,ISP,5/11/2016,492,201
EWR,MDW,5/29/2016,148,201
PDX,SJC,5/4/2016,623,201
ONT,SMF,5/20/2016,382,201
LAS,PDX,5/19/2016,196,201
MDW,CHS,5/12/2016,372,201
LAS,SLC,5/21/2016,253,201
MDW,CMH,5/13/2016,199,201
LAX,LAS,5/2/2016,42,201
SEA,PHX,5/30/2016,602,201
SNA,SFO,5/12/2016,511,201
OAK,BUR,5/15/2016,425,201
ALB,BWI,5/12/2016,578,202
MCI,MCO,5/31/2016,20,204
SLC,DEN,5/12/2016,503,204
ABQ,DAL,5/18/2016,269,204
BUF,BWI,5/26/2016,127,204
BDL,FLL,5/11/2016,327,204
SMF,ONT,5/24/2016,309,205
SJC,PDX,5/3/2016,254,205
DEN,ONT,5/9/2016,149,206
STL,MCO,5/13/2016,66,206
OMA,DEN,5/9/2016,286,207
ATL,CAK,5/17/2016,79,207
HOU,LAX,5/23/2016,181,207
PIT,TPA,5/6/2016,402,207
MDW,PDX,5/28/2016,562,207
OAK,SAN,5/12/2016,258,207
LAS,ATL,5/29/2016,109,207
ONT,SJC,5/11/2016,204,208
MCO,EWR,5/9/2016,212,208
ELP,PHX,5/12/2016,378,208
LAX,SAT,5/20/2016,209,209
PHX,SAT,5/10/2016,130,209
PHX,STL,5/10/2016,280,209
DAL,LAS,5/6/2016,453,210
MCO,DAL,5/28/2016,534,210
BWI,MHT,5/17/2016,342,212
HOU,ELP,5/8/2016,75,212
OAK,ATL,5/21/2016,278,212
LAS,SLC,5/20/2016,506,213
CMH,STL,5/17/2016,237,213
PIT,MDW,5/23/2016,168,213
LAX,PHX,5/2/2016,173,213
OAK,LAX,5/24/2016,527,213
DAL,AUS,5/25/2016,43,213
PHX,SFO,5/23/2016,628,213
BNA,STL,5/7/2016,367,213
DEN,PHX,5/5/2016,587,213
LAS,PHX,5/10/2016,100,213
HOU,LAX,5/31/2016,181,213
DAL,LGA,5/22/2016,371,213
LAX,OAK,5/1/2016,189,213
STL,MDW,5/3/2016,182,213
PHX,DEN,5/8/2016,287,214
LAS,STL,5/8/2016,306,214
AUS,MDW,5/22/2016,585,214
ABQ,DAL,5/18/2016,269,214
MHT,BWI,5/31/2016,423,214
DEN,BOS,5/25/2016,154,214
FLL,ISP,5/10/2016,164,215
BWI,ALB,5/23/2016,206,215
ABQ,PHX,5/26/2016,335,217
LAX,HOU,5/2/2016,54,217
MDW,BOS,5/13/2016,237,217
SDF,PHX,5/3/2016,501,217
OAK,MCI,5/14/2016,256,217
DEN,BWI,5/14/2016,541,218
OAK,SAN,5/8/2016,387,218
SAN,MCO,5/13/2016,607,218
BHM,MCO,5/9/2016,9,218
DCA,MSY,5/20/2016,145,218
MCI,HOU,5/4/2016,331,218
DEN,SNA,5/11/2016,180,218
LGA,MCI,5/31/2016,192,218
STL,DAL,5/8/2016,59,219
ISP,MCO,5/22/2016,468,219
DAL,AUS,5/11/2016,43,219
STL,BNA,5/7/2016,430,219
DAL,BWI,5/22/2016,643,219
MEM,TPA,5/9/2016,321,219
MSY,ATL,5/19/2016,348,222
PHX,SNA,5/16/2016,137,222
SMF,DEN,5/25/2016,67,222
PHX,SFO,5/22/2016,45,222
MSP,MDW,5/29/2016,626,222
DAL,BNA,5/18/2016,579,222
IND,MCO,5/1/2016,87,222
MDW,LGA,5/24/2016,225,222
OMA,LAS,5/17/2016,463,222
MCO,MCI,5/31/2016,437,222
MSP,BWI,5/23/2016,429,222
DAL,PHX,5/30/2016,600,227
CLE,MDW,5/7/2016,472,227
SAN,PHX,5/20/2016,313,227
PIT,BWI,5/17/2016,614,227
MDW,RDU,5/4/2016,409,227
SJC,LAS,5/2/2016,143,228
MSY,DEN,5/24/2016,222,228
SMF,SEA,5/7/2016,503,228
ONT,SJC,5/12/2016,204,228
SAN,SMF,5/15/2016,418,228
MSY,ATL,5/22/2016,142,228
LAS,DAL,5/25/2016,604,228
BNA,TPA,5/18/2016,136,229
BWI,ALB,5/30/2016,475,229
MDW,MHT,5/29/2016,557,229
MCI,SAN,5/19/2016,550,229
PDX,DAL,5/23/2016,252,229
SMF,LAS,5/19/2016,539,229
DAL,SMF,5/7/2016,611,229
TPA,MDW,5/15/2016,437,229
SNA,SJC,5/3/2016,522,229
EWR,PHX,5/29/2016,290,229
AUS,SAN,5/29/2016,363,229
TPA,MHT,5/4/2016,418,230
DCA,STL,5/26/2016,267,230
LAS,HOU,5/9/2016,629,230
STL,DCA,5/2/2016,448,235
ISP,MCO,5/9/2016,467,236
DCA,BNA,5/14/2016,115,236
BWI,NAS,5/12/2016,396,236
PHX,DAL,5/11/2016,455,236
PHX,RNO,5/30/2016,169,236
OMA,STL,5/29/2016,433,236
BWI,LAS,5/24/2016,640,236
TPA,CMH,5/26/2016,236,236
MCO,IND,5/12/2016,9,236
BOI,GEG,5/4/2016,488,236
TPA,IND,5/10/2016,263,237
SMF,LAS,5/24/2016,539,237
LAS,ABQ,5/24/2016,195,237
MCI,FLL,5/21/2016,41,237
DAL,AUS,5/13/2016,7,237
DAL,FLL,5/26/2016,151,237
ATL,RSW,5/1/2016,258,237
ATL,MKE,5/7/2016,13,237
ELP,DAL,5/30/2016,5,237
DEN,SAT,5/31/2016,109,237
SNA,STL,5/30/2016,527,237
BDL,BWI,5/21/2016,325,237
MDW,ALB,5/1/2016,561,237
LAX,LAS,5/28/2016,365,237
MCI,TPA,5/30/2016,42,237
HOU,SAN,5/1/2016,165,237
SMF,PDX,5/19/2016,289,239
LAX,HOU,5/23/2016,123,239
BUR,SFO,5/7/2016,221,239
LAS,MDW,5/16/2016,624,239
DAL,LAS,5/1/2016,454,239
BWI,PHX,5/4/2016,129,239
JAX,BNA,5/20/2016,136,239
DAL,HOU,5/22/2016,5,241
SEA,SMF,5/5/2016,261,241
SNA,SJC,5/19/2016,137,241
MDW,TPA,5/4/2016,483,241
LAS,ALB,5/26/2016,538,241
FNT,MDW,5/13/2016,385,243
SAN,PHX,5/1/2016,633,243
BWI,TPA,5/21/2016,534,244
DEN,EWR,5/28/2016,332,244
ONT,PHX,5/3/2016,201,244
OAK,LAX,5/16/2016,527,244
IND,FLL,5/20/2016,351,244
BWI,SDF,5/10/2016,38,244
MDW,TPA,5/8/2016,558,244
SAN,OAK,5/1/2016,363,244
DEN,ABQ,5/8/2016,393,244
DAL,SAN,5/21/2016,603,244
BWI,BOS,5/4/2016,561,244
LAS,IAD,5/21/2016,506,244
SNA,PHX,5/24/2016,151,244
MDW,DAY,5/8/2016,337,244
DAL,MCI,5/3/2016,21,245
ROC,BWI,5/26/2016,464,245
RNO,PHX,5/29/2016,394,245
BWI,PIT,5/26/2016,142,245
HOU,BOS,5/20/2016,164,245
BNA,RDU,5/16/2016,413,245
HOU,DAL,5/18/2016,336,245
ATL,JAX,5/7/2016,264,245
BWI,ATL,5/25/2016,396,246
DEN,MKE,5/31/2016,440,246
CHS,BWI,5/24/2016,105,246
ONT,OAK,5/31/2016,100,246
TPA,BWI,5/16/2016,170,246
OAK,BOI,5/3/2016,524,246
BWI,SDF,5/13/2016,425,246
SNA,SJC,5/29/2016,432,247
DEN,STL,5/24/2016,56,247
LAX,SMF,5/4/2016,200,247
STL,MDW,5/27/2016,294,247
BOI,LAS,5/31/2016,74,247
MDW,FNT,5/20/2016,133,247
SJC,LAX,5/15/2016,203,247
RSW,MKE,5/28/2016,481,247
ECP,STL,5/21/2016,78,247
HOU,IND,5/22/2016,166,247
PDX,DAL,5/13/2016,253,247
BOS,MCI,5/21/2016,337,247
BWI,PVD,5/3/2016,157,247
BWI,BOS,5/14/2016,362,247
HOU,AUS,5/12/2016,88,249
STL,SAN,5/18/2016,109,249
EWR,AUS,5/28/2016,378,250
SMF,LAS,5/23/2016,560,250
PHX,ONT,5/20/2016,100,250
OAK,DEN,5/2/2016,176,250
AUS,SAN,5/8/2016,637,250
